"X","Indicator","Data.Source","PUBLISH.STATES","Year","WHO.region","Country","Sex","Display.Value","Numeric","Low","High","Comments"
1538,"Children aged <5 years underweight (%)","NLIS_312881","Published",2006,"Americas","Belize","Female",5.7,5.7,NA,NA,NA
1540,"Children aged <5 years underweight (%)","NLIS_312884","Published",2006,"Africa","Guinea-Bissau","Male",18.2,18.2,NA,NA,NA
1541,"Children aged <5 years underweight (%)","NLIS_312884","Published",2006,"Africa","Guinea-Bissau","Female",16.7,16.7,NA,NA,NA
1543,"Children aged <5 years underweight (%)","NLIS_312888","Published",2007,"Africa","Democratic Republic of the Congo","Female",26.1,26.1,NA,NA,NA
1545,"Children aged <5 years underweight (%)","NLIS_312891","Published",2003,"Eastern Mediterranean","Yemen","Male",44.3,44.3,NA,NA,NA
1546,"Children aged <5 years underweight (%)","NLIS_312891","Published",2003,"Eastern Mediterranean","Yemen","Female",41.8,41.8,NA,NA,NA
1547,"Children aged <5 years underweight (%)","NLIS_312896","Published",2006,"Africa","Cameroon","Male",18.9,18.9,NA,NA,NA
1548,"Children aged <5 years underweight (%)","NLIS_312896","Published",2006,"Africa","Cameroon","Female",14.3,14.3,NA,NA,NA
1550,"Children aged <5 years underweight (%)","NLIS_312909","Published",2006,"Americas","Jamaica","Male",2.3,2.3,NA,NA,NA
1551,"Children aged <5 years underweight (%)","NLIS_312909","Published",2006,"Americas","Jamaica","Female",5.1,5.1,NA,NA,NA
1553,"Children aged <5 years underweight (%)","NLIS_312915","Published",1999,"Africa","Zambia","Male",22.2,22.2,NA,NA,NA
1554,"Children aged <5 years underweight (%)","NLIS_312915","Published",1999,"Africa","Zambia","Female",16.7,16.7,NA,NA,NA
1556,"Children aged <5 years underweight (%)","NLIS_312918","Published",2006,"Africa","Burkina Faso","Male",39.5,39.5,NA,NA,NA
1558,"Children aged <5 years underweight (%)","NLIS_312922","Published",2007,"South-East Asia","Sri Lanka","Male",21.8,21.8,NA,NA,NA
1559,"Children aged <5 years underweight (%)","NLIS_312922","Published",2007,"South-East Asia","Sri Lanka","Female",20.4,20.4,NA,NA,NA
1561,"Children aged <5 years underweight (%)","NLIS_312925","Published",2008,"Eastern Mediterranean","Egypt","Male",8.1,8.1,NA,NA,NA
1562,"Children aged <5 years underweight (%)","NLIS_312928","Published",2007,"South-East Asia","Bangladesh","Female",42.4,42.4,NA,NA,NA
1564,"Children aged <5 years underweight (%)","NLIS_312933","Published",2006,"Europe","Azerbaijan","Male",8.7,8.7,NA,NA,NA
1565,"Children aged <5 years underweight (%)","NLIS_312933","Published",2006,"Europe","Azerbaijan","Female",8,8,NA,NA,NA
1567,"Children aged <5 years underweight (%)","NLIS_312951","Published",1999,"Western Pacific","Viet Nam","Male",31.9,31.9,NA,NA,NA
1568,"Children aged <5 years underweight (%)","NLIS_312951","Published",1999,"Western Pacific","Viet Nam","Female",30.3,30.3,NA,NA,NA
1570,"Children aged <5 years underweight (%)","NLIS_312951","Published",2000,"Western Pacific","Viet Nam","Male",31.6,31.6,NA,NA,NA
1572,"Children aged <5 years underweight (%)","NLIS_312951","Published",2006,"Western Pacific","Viet Nam","Male",22.2,22.2,NA,NA,NA
1573,"Children aged <5 years underweight (%)","NLIS_312951","Published",2006,"Western Pacific","Viet Nam","Female",21.9,21.9,NA,NA,NA
1576,"Children aged <5 years underweight (%)","NLIS_312964","Published",2008,"Africa","Nigeria","Male",28.6,28.6,NA,NA,NA
1577,"Children aged <5 years underweight (%)","NLIS_312964","Published",2008,"Africa","Nigeria","Female",24.8,24.8,NA,NA,NA
1579,"Children aged <5 years underweight (%)","NLIS_312971","Published",2008,"Africa","Sierra Leone","Male",24.2,24.2,NA,NA,NA
1581,"Children aged <5 years underweight (%)","NLIS_313004","Published",1995,"Western Pacific","China","Male",11.6,11.6,NA,NA,NA
1582,"Children aged <5 years underweight (%)","NLIS_313004","Published",1995,"Western Pacific","China","Female",9.6,9.6,NA,NA,NA
1584,"Children aged <5 years underweight (%)","NLIS_313007","Published",2005,"Western Pacific","China","Male",4.7,4.7,NA,NA,NA
1585,"Children aged <5 years underweight (%)","NLIS_313010","Published",2003,"Eastern Mediterranean","Kuwait","Female",1.9,1.9,NA,NA,NA
1587,"Children aged <5 years underweight (%)","NLIS_313010","Published",2004,"Eastern Mediterranean","Kuwait","Male",2.9,2.9,NA,NA,NA
1588,"Children aged <5 years underweight (%)","NLIS_313010","Published",2004,"Eastern Mediterranean","Kuwait","Female",2.7,2.7,NA,NA,NA
1591,"Children aged <5 years underweight (%)","NLIS_313039","Published",2009,"Africa","Burkina Faso","Male",27.1,27.1,NA,NA,NA
1592,"Children aged <5 years underweight (%)","NLIS_313055","Published",2009,"Eastern Mediterranean","Oman","Female",8.3,8.3,NA,NA,NA
1594,"Children aged <5 years underweight (%)","NLIS_313067","Published",2010,"Americas","Colombia","Male",3.5,3.5,NA,NA,NA
1595,"Children aged <5 years underweight (%)","NLIS_313067","Published",2010,"Americas","Colombia","Female",3.3,3.3,NA,NA,NA
1597,"Children aged <5 years underweight (%)","NLIS_313070","Published",2008,"Americas","El Salvador","Male",6.5,6.5,NA,NA,NA
1598,"Children aged <5 years underweight (%)","NLIS_313070","Published",2008,"Americas","El Salvador","Female",6.7,6.7,NA,NA,NA
1600,"Children aged <5 years underweight (%)","NLIS_313073","Published",2009,"Americas","Costa Rica","Male",0.6,0.6,NA,NA,NA
1601,"Children aged <5 years underweight (%)","NLIS_313074","Published",2009,"South-East Asia","Democratic People's Republic of Korea","Female",18.8,18.8,NA,NA,NA
1606,"Children aged <5 years underweight (%)","NLIS_313095","Published",2008,"Africa","Mozambique","Male",20.6,20.6,NA,NA,NA
1607,"Children aged <5 years underweight (%)","NLIS_313097","Published",2011,"Western Pacific","Cambodia","Female",29.1,29.1,NA,NA,NA
1609,"Children aged <5 years underweight (%)","NLIS_313100","Published",2010,"Africa","Malawi","Male",15.2,15.2,NA,NA,NA
1610,"Children aged <5 years underweight (%)","NLIS_313100","Published",2010,"Africa","Malawi","Female",12.6,12.6,NA,NA,NA
1612,"Children aged <5 years underweight (%)","NLIS_313102","Published",2010,"Western Pacific","China","Male",3.5,3.5,NA,NA,NA
1613,"Children aged <5 years underweight (%)","NLIS_313102","Published",2010,"Western Pacific","China","Female",3.3,3.3,NA,NA,NA
1615,"Children aged <5 years underweight (%)","NLIS_313110","Published",2011,"Africa","Zimbabwe","Female",8.7,8.7,NA,NA,NA
1617,"Children aged <5 years underweight (%)","NLIS_313114","Published",2011,"South-East Asia","Nepal","Male",29.8,29.8,NA,NA,NA
1618,"Children aged <5 years underweight (%)","NLIS_313114","Published",2011,"South-East Asia","Nepal","Female",28.4,28.4,NA,NA,NA
1620,"Children aged <5 years underweight (%)","NLIS_313117","Published",2010,"Europe","Armenia","Male",4.7,4.7,NA,NA,NA
1621,"Children aged <5 years underweight (%)","NLIS_313118","Published",2011,"Africa","Senegal","Female",18.8,18.8,NA,NA,NA
1624,"Children aged <5 years underweight (%)","NLIS_313123","Published",2010,"South-East Asia","Myanmar","Male",23,23,NA,NA,NA
1625,"Children aged <5 years underweight (%)","NLIS_313123","Published",2010,"South-East Asia","Myanmar","Female",22.1,22.1,NA,NA,NA
1627,"Children aged <5 years underweight (%)","NLIS_313127","Published",1999,"Americas","Uruguay","Male",6.1,6.1,NA,NA,NA
1629,"Children aged <5 years underweight (%)","NLIS_313129","Published",2010,"Americas","Jamaica","Female",2.6,2.6,NA,NA,NA
1631,"Children aged <5 years underweight (%)","NLIS_313133","Published",2011,"Western Pacific","Viet Nam","Male",11.8,11.8,NA,NA,NA
1632,"Children aged <5 years underweight (%)","NLIS_313133","Published",2011,"Western Pacific","Viet Nam","Female",12.1,12.1,NA,NA,NA
1634,"Children aged <5 years underweight (%)","NLIS_313139","Published",2012,"Americas","Mexico","Female",2.8,2.8,NA,NA,NA
1636,"Children aged <5 years underweight (%)","NLIS_313142","Published",2008,"Americas","Jamaica","Male",3,3,NA,NA,NA
1637,"Children aged <5 years underweight (%)","NLIS_313142","Published",2008,"Americas","Jamaica","Female",0.9,0.9,NA,NA,NA
1639,"Children aged <5 years underweight (%)","NLIS_313147","Published",2012,"Africa","Mauritania","Male",21.8,21.8,NA,NA,NA
1640,"Children aged <5 years underweight (%)","NLIS_313147","Published",2012,"Africa","Mauritania","Female",17.2,17.2,NA,NA,NA
1641,"Children aged <5 years underweight (%)","NLIS_313151","Published",2006,"Eastern Mediterranean","Sudan","Male",28.1,28.1,NA,NA,NA
1642,"Children aged <5 years underweight (%)","NLIS_313151","Published",2006,"Eastern Mediterranean","Sudan","Female",25.9,25.9,NA,NA,NA
1644,"Children aged <5 years underweight (%)","NLIS_313154","Published",2011,"Americas","Belize","Male",5.7,5.7,NA,NA,NA
1645,"Children aged <5 years underweight (%)","NLIS_313154","Published",2011,"Americas","Belize","Female",6.6,6.6,NA,NA,NA
1647,"Children aged <5 years underweight (%)","NLIS_313158","Published",2012,"Europe","Bosnia and Herzegovina","Male",1.8,1.8,NA,NA,NA
1648,"Children aged <5 years underweight (%)","NLIS_313158","Published",2012,"Europe","Bosnia and Herzegovina","Female",1.3,1.3,NA,NA,NA
1650,"Children aged <5 years underweight (%)","NLIS_313162","Published",2012,"Africa","Gabon","Male",7.9,7.9,NA,NA,NA
1652,"Children aged <5 years underweight (%)","NLIS_313167","Published",2011,"Africa","United Republic of Tanzania","Female",12.9,12.9,NA,NA,NA
1654,"Children aged <5 years underweight (%)","NLIS_313169","Published",2010,"Western Pacific","Viet Nam","Male",18.4,18.4,NA,NA,NA
1655,"Children aged <5 years underweight (%)","NLIS_313144","Published",2011,"Eastern Mediterranean","Kuwait","Male",2.4,2.4,NA,NA,NA
1658,"Children aged <5 years underweight (%)","NLIS_313146","Published",2011,"Africa","Mozambique","Female",13.6,13.6,NA,NA,NA
1659,"Children aged <5 years underweight (%)","NLIS_313148","Published",2010,"Africa","Togo","Male",18.4,18.4,NA,NA,NA
1661,"Children aged <5 years underweight (%)","NLIS_313150","Published",2006,"Eastern Mediterranean","South Sudan","Female",28.7,28.7,NA,NA,NA
1663,"Children aged <5 years underweight (%)","NLIS_313155","Published",2010,"Europe","Serbia","Male",1.5,1.5,NA,NA,NA
1664,"Children aged <5 years underweight (%)","NLIS_313157","Published",2011,"Africa","Nigeria","Female",24.1,24.1,NA,NA,NA
1665,"Children aged <5 years underweight (%)","NLIS_313159","Published",2011,"Europe","Kazakhstan","Male",3.7,3.7,NA,NA,NA
1667,"Children aged <5 years underweight (%)","NLIS_313162","Published",2012,"Africa","Gabon","Female",5,5,NA,NA,NA
1668,"Children aged <5 years underweight (%)","NLIS_313163","Published",2012,"Americas","Haiti","Male",12.5,12.5,NA,NA,NA
1670,"Children aged <5 years underweight (%)","NLIS_313167","Published",2009,"Africa","United Republic of Tanzania","Female",15.1,15.1,NA,NA,NA
1671,"Children aged <5 years underweight (%)","NLIS_313167","Published",2011,"Africa","United Republic of Tanzania","Male",14.2,14.2,NA,NA,NA
1672,"Children aged <5 years underweight (%)","NLIS_313168","Published",2012,"Eastern Mediterranean","Jordan","Male",3.4,3.4,NA,NA,NA
1674,"Children aged <5 years underweight (%)","NLIS_313170","Published",2009,"Europe","Tajikistan","Male",9,9,NA,NA,NA
1676,"Children aged <5 years underweight (%)","NLIS_313159","Published",2011,"Europe","Kazakhstan","Female",3.6,3.6,NA,NA,NA
1677,"Children aged <5 years underweight (%)","NLIS_313160","Published",2012,"Africa","Guinea","Male",17.3,17.3,NA,NA,NA
1679,"Children aged <5 years underweight (%)","NLIS_313163","Published",2012,"Americas","Haiti","Female",10.7,10.7,NA,NA,NA
1680,"Children aged <5 years underweight (%)","NLIS_313167","Published",2009,"Africa","United Republic of Tanzania","Male",16.8,16.8,NA,NA,NA
1682,"Children aged <5 years underweight (%)","NLIS_313169","Published",2010,"Western Pacific","Viet Nam","Female",16.6,16.6,NA,NA,NA
1683,"Children aged <5 years underweight (%)","NLIS_313170","Published",2009,"Europe","Tajikistan","Female",7.7,7.7,NA,NA,NA
1684,"Children aged <5 years underweight (%)","NLIS_313171","Published",2009,"Europe","Kyrgyzstan","Male",4.7,4.7,NA,NA,NA
