"Accepted Symbol","Synonym Symbol","Scientific Name","Duration","Active Growth Period","Foliage Color","pH (Minimum)","pH (Maximum)","Precipitation (Minimum)","Precipitation (Maximum)","Shade Tolerance","Temperature, Minimum (°F)"
"ASIN","","Asclepias incarnata","Perennial","Spring","Green","5.0","8.0","15","65","Intolerant","-38"
"ASINI","","Asclepias incarnata ssp. incarnata","Perennial","","","","","","","",""
"ASINP2","","Asclepias incarnata ssp. pulchra","Perennial","","","","","","","",""
"ASLA2","","Asclepias lanceolata","Perennial","","","","","","","",""
"ASLI","","Asclepias linearis","Perennial","","","","","","","",""
"ASLO","","Asclepias longifolia","Perennial","","","","","","","",""
"ASPU2","","Asclepias purpurascens","Perennial","","","","","","","",""
"ASQU","","Asclepias quadrifolia","Perennial","","","","","","","",""
"ASRU","","Asclepias rubra","Perennial","","","","","","","",""
"ASSY","","Asclepias syriaca","Perennial","","","","","","","",""
"ASTU","","Asclepias tuberosa","Perennial","Spring and Summer","Green","4.8","6.8","28","45","Intolerant","-33"
"ASTUT2","","Asclepias tuberosa ssp. tuberosa","Perennial","","","","","","","",""
"ASVA","","Asclepias variegata","Perennial","","","","","","","",""
"ASVE","","Asclepias verticillata","Perennial","","","","","","","",""
"ASVI","","Asclepias viridiflora","Perennial","","","","","","","",""
"ASIMI","","Asimina","","","","","","","","",""
"ASTR","","Asimina triloba","Perennial","Spring and Summer","Dark Green","4.7","7.2","36","80","Tolerant","-27"
"ASPAR","","Asparagus","","","","","","","","",""
"ASOF","","Asparagus officinalis","Perennial","","","","","","","",""
"ASPER","","Asperugo","","","","","","","","",""
"ASPR","","Asperugo procumbens","Annual","","","","","","","",""
"ASPER2","","Asperula","","","","","","","","",""
"ASAR2","","Asperula arvensis","Annual","","","","","","","",""
"ASPIC2","","Aspicilia","","","","","","","","",""
"ASPLE","","Asplenium","","","","","","","","",""
"ASBR2","","Asplenium bradleyi","Perennial","","","","","","","",""
"ASEB","","Asplenium ×ebenoides","Perennial","","","","","","","",""
"ASGR5","","Asplenium ×gravesii","Perennial","","","","","","","",""
"ASMO2","","Asplenium montanum","Perennial","","","","","","","",""
"ASMO16","","Asplenium ×morganii","Perennial","","","","","","","",""
"ASPI","","Asplenium pinnatifidum","Perennial","","","","","","","",""
"ASPL","","Asplenium platyneuron","Perennial","","","","","","","",""
"ASPLP","","Asplenium platyneuron var. platyneuron","Perennial","","","","","","","",""
"ASRE","","Asplenium resiliens","Perennial","","","","","","","",""
"ASRH2","","Asplenium rhizophyllum","Perennial","","","","","","","",""
"ASRU2","","Asplenium ruta-muraria","Perennial","","","","","","","",""
"ASRUC","","Asplenium ruta-muraria var. cryptolepis","Perennial","","","","","","","",""
"ASRUL","","Asplenium ruta-muraria var. lanceolum","Perennial","","","","","","","",""
"ASSC11","","Asplenium scolopendrium","Perennial","","","","","","","",""
"ASSCA","","Asplenium scolopendrium var. americanum","Perennial","","","","","","","",""
"ASTR2","","Asplenium trichomanes","Perennial","","","","","","","",""
"ASTRQ","","Asplenium trichomanes ssp. quadrivalens","Perennial","","","","","","","",""
"ASTRT","","Asplenium trichomanes ssp. trichomanes","Perennial","","","","","","","",""
"ASTR11","","Asplenium ×trudellii","Perennial","","","","","","","",""
"ASVI7","","Asplenium ×virginicum","Perennial","","","","","","","",""
"ASTIL","","Astilbe","","","","","","","","",""
"ASBI4","","Astilbe biternata","Perennial","","","","","","","",""
"ASTRA","","Astragalus","","","","","","","","",""
"ASCA11","","Astragalus canadensis","Perennial","Spring, Summer, Fall","Green","6.0","8.0","20","50","Intolerant","-38"
"ASCAC6","","Astragalus canadensis var. canadensis","Perennial","","","","","","","",""
"ASDI4","","Astragalus distortus","Perennial","","","","","","","",""
"ASDID3","","Astragalus distortus var. distortus","Perennial","","","","","","","",""
"ASHA13","","Astragalus hamosus","Annual","","","","","","","",""
"ATHYR","","Athyrium","","","","","","","","",""
"ATFI","","Athyrium filix-femina","Perennial","Spring, Summer, Fall","Green","4.5","7.0","30","60","Tolerant","-38"
"ATFIA","","Athyrium filix-femina ssp. angustum","Perennial","","","","","","","",""
"ATFIA2","","Athyrium filix-femina ssp. asplenioides","Perennial","","","","","","","",""
"ATRIP","","Atriplex","","","","","","","","",""
"ATCR2","","Atriplex cristata","Annual, Perennial","","","","","","","",""
"ATEL","","Atriplex elegans","Annual, Perennial","","","","","","","",""
"ATELT","","Atriplex elegans var. thornberi","Annual, Perennial","","","","","","","",""
"ATJO3","","Atriplex joaquiniana","Annual","","","","","","","",""
"ATLI3","","Atriplex littoralis","Annual, Perennial","","","","","","","",""
"ATPA4","","Atriplex patula","Annual","","","","","","","",""
"ATPR","","Atriplex prostrata","Annual","","","","","","","",""
"ATRO","","Atriplex rosea","Annual","","","","","","","",""
"AUREO","","Aureolaria","","","","","","","","",""
"AUFL","","Aureolaria flava","Perennial","","","","","","","",""
"AUFLF","","Aureolaria flava var. flava","Perennial","","","","","","","",""
"AUFLM","","Aureolaria flava var. macrantha","Perennial","","","","","","","",""
"AULA","","Aureolaria laevigata","Perennial","","","","","","","",""
"AUPE2","","Aureolaria pedicularia","Annual","","","","","","","",""
"AUPEI","","Aureolaria pedicularia var. intercedens","Annual","","","","","","","",""
"AUPEP","","Aureolaria pedicularia var. pedicularia","Annual","","","","","","","",""
"AUVI","","Aureolaria virginica","Perennial","","","","","","","",""
"AVENA","","Avena","","","","","","","","",""
"AVFA","","Avena fatua","Annual","Fall, Winter and Spring","Green","6.0","7.5","6","24","Intolerant","-23"
"AVSA","","Avena sativa","Annual","Spring and Summer","Green","5.3","8.5","25","100","Intolerant","-23"
"AXONO","","Axonopus","","","","","","","","",""
"AXFU","","Axonopus furcatus","Perennial","","","","","","","",""
"AZOLL","","Azolla","","","","","","","","",""
"AZCA","","Azolla caroliniana","Annual","","","","","","","",""
"BACCH","","Baccharis","","","","","","","","",""
"BAHA","","Baccharis halimifolia","Perennial","Spring, Summer, Fall","Dark Green","5.5","7.8","36","60","Intermediate","-3"
"BACID","","Bacidia","","","","","","","","",""
"BACOP","","Bacopa","","","","","","","","",""
"BACA","","Bacopa caroliniana","Perennial","","","","","","","",""
"BAIN2","","Bacopa innominata","Perennial","","","","","","","",""
"BAMO","","Bacopa monnieri","Perennial","","","","","","","",""
"BARO","","Bacopa rotundifolia","Perennial","Spring, Summer, Fall","Green","5.4","7.8","24","65","Intolerant","-33"
"BAHIA","","Bahia","","","","","","","","",""
"BASC4","","Bahia schaffneri","Annual","","","","","","","",""
"BALLO","","Ballota","","","","","","","","",""
"BANI","","Ballota nigra","Perennial","","","","","","","",""
"BANIN","","Ballota nigra var. nigra","Perennial","","","","","","","",""
"BAPTI","","Baptisia","","","","","","","","",""
"BAAU","","Baptisia australis","Perennial","","","","","","","",""
"BAAUA","","Baptisia australis var. australis","Perennial","","","","","","","",""
"BATI","","Baptisia tinctoria","Perennial","Summer","Gray-Green","5.8","7.0","35","60","Intolerant","2"
"BARBA","","Barbarea","","","","","","","","",""
"BAVE","","Barbarea verna","Biennial, Perennial","","","","","","","",""
"BAVU","","Barbarea vulgaris","Biennial","","","","","","","",""
"BARTO","","Bartonia","","","","","","","","",""
"BAPA2","","Bartonia paniculata","Annual, Biennial","","","","","","","",""
"BAPAP","","Bartonia paniculata ssp. paniculata","Annual, Biennial","","","","","","","",""
"BAVI3","","Bartonia virginica","Annual","","","","","","","",""
"BASSI","","Bassia","","","","","","","","",""
"BAHI3","","Bassia hirsuta","Annual","","","","","","","",""
"BELAM","","Belamcanda","","","","","","","","",""
"BECH","","Belamcanda chinensis","Perennial","","","","","","","",""
"BELLI","","Bellis","","","","","","","","",""
"BEPE2","","Bellis perennis","Perennial","","","","","","","",""
"BERBE","","Berberis","","","","","","","","",""
"BECA2","","Berberis canadensis","Perennial","","","","","","","",""
"BETH","","Berberis thunbergii","Perennial","Spring and Summer","Dark Green","5.5","7.2","30","60","Intolerant","-28"
"BEVU","","Berberis vulgaris","Perennial","","","","","","","",""
"BERCH","","Berchemia","","","","","","","","",""
"BESC","","Berchemia scandens","Perennial","","","","","","","",""
"BERTE","","Berteroa","","","","","","","","",""
"BEIN2","","Berteroa incana","Annual, Biennial, Perennial","","","","","","","",""
"BETUL","","Betula","","","","","","","","",""
"BEAL2","","Betula alleghaniensis","Perennial","Spring and Summer","Green","4.0","8.0","25","80","Intermediate","-47"
"BEALA","","Betula alleghaniensis var. alleghaniensis","Perennial","","","","","","","",""
"BEALM","","Betula alleghaniensis var. macrolepis","Perennial","","","","","","","",""
"BELE","","Betula lenta","Perennial","Spring and Summer","Green","3.6","6.8","29","80","Intolerant","-26"
"BENI","","Betula nigra","Perennial","Spring and Summer","Green","3.0","6.5","30","80","Intolerant","-31"
"BEPA","","Betula papyrifera","Perennial","Spring and Summer","Green","4.2","7.4","12","60","Intolerant","-62"
"BEPAP","","Betula papyrifera var. papyrifera","Perennial","","","","","","","",""
"BEPO","","Betula populifolia","Perennial","Spring and Summer","Green","3.5","6.5","36","65","Intermediate","-35"
"BEPU5","","Betula pubescens","Perennial","","","","","","","",""
"BEPUP5","","Betula pubescens ssp. pubescens","Perennial","","","","","","","",""
"BIDEN","","Bidens","","","","","","","","",""
"BIAR","","Bidens aristosa","Annual, Biennial","Spring, Summer, Fall","Green","5.0","7.0","22","55","Intermediate","52"
"BIBE2","","Bidens beckii","Perennial","","","","","","","",""
"BIBI3","","Bidens bidentoides","Annual","","","","","","","",""
"BIBI7","","Bidens bipinnata","Annual","","","","","","","",""
"BICE","","Bidens cernua","Annual","Spring, Summer, Fall","Green","5.1","7.0","32","55","Intermediate","47"
"BICO5","","Bidens connata","Annual","Spring, Summer, Fall","Green","5.2","7.1","32","55","Intermediate","47"
"BICO","","Bidens coronata","Annual","Spring, Summer, Fall","Green","5.2","7.1","32","55","Intermediate","52"
"BIDI","","Bidens discoidea","Annual","Spring, Summer, Fall","Green","5.1","7.1","32","55","Intermediate","52"
"BIFR","","Bidens frondosa","Annual","Spring, Summer, Fall","Green","5.2","7.2","24","60","Intermediate","47"
"BILA","","Bidens laevis","Annual, Perennial","Spring, Summer, Fall","Green","5.0","7.0","24","55","Intermediate","52"
"BIMI","","Bidens mitis","Annual","Spring, Summer, Fall","Green","5.0","8.6","32","55","Intermediate","52"
"BIPI","","Bidens pilosa","Annual","","","","","","","",""
"BITE","","Bidens tenuisecta","Annual","","","","","","","",""
"BITR","","Bidens tripartita","Annual","Spring, Summer, Fall","Green","5.0","7.2","32","55","Intermediate","47"
"BIVU","","Bidens vulgata","Annual","","","","","","","",""
"BIFOR","","Bifora","","","","","","","","",""
"BITE3","","Bifora testiculata","Annual","","","","","","","",""
"BIGNO","","Bignonia","","","","","","","","",""
"BICA","","Bignonia capreolata","Perennial","","","","","","","",""
"BLEPH5","","Blephilia","","","","","","","","",""
"BLCI","","Blephilia ciliata","Perennial","","","","","","","",""
"BLHI","","Blephilia hirsuta","Perennial","","","","","","","",""
"BLHIH","","Blephilia hirsuta var. hirsuta","Perennial","","","","","","","",""
"BOEHM","","Boehmeria","","","","","","","","",""
"BOCY","","Boehmeria cylindrica","Perennial","Spring","Green","5.1","7.0","35","50","Tolerant","-33"
"BONI2","","Boehmeria nivea","Perennial","","","","","","","",""
"BOERH2","","Boerhavia","","","","","","","","",""
"BOCO","","Boerhavia coccinea","Perennial","","","","","","","",""
"BOER","","Boerhavia erecta","Annual, Perennial","","","","","","","",""
"BOLTO","","Boltonia","","","","","","","","",""
"BOAS","","Boltonia asteroides","Perennial","Summer","Green","5.3","7.0","22","55","Intermediate","-38"
"BOASA","","Boltonia asteroides var. asteroides","Perennial","","","","","","","",""
"BORAG","","Borago","","","","","","","","",""
"BOOF","","Borago officinalis","Annual","","","","","","","",""
"BORRI","","Borrichia","","","","","","","","",""
"BOFR","","Borrichia frutescens","Perennial","Spring","Green","6.1","7.5","28","60","Intolerant","17"
"BOTHR","","Bothriochloa","","","","","","","","",""
"BOPE2","","Bothriochloa pertusa","Perennial","Spring and Summer","Green","5.0","7.5","20","80","Intolerant","17"
"BOTRY","","Botrychium","","","","","","","","",""
"BOBI","","Botrychium biternatum","Perennial","","","","","","","",""
"BODI2","","Botrychium dissectum","Perennial","","","","","","","",""
"BOJE","","Botrychium jenmanii","Perennial","","","","","","","",""
"BOLA","","Botrychium lanceolatum","Perennial","Spring","Green","4.4","6.0","32","60","Tolerant","-33"
"BOLAA2","","Botrychium lanceolatum var. angustisegmentum","Perennial","","","","","","","",""
"BOMA2","","Botrychium matricariifolium","Perennial","","","","","","","",""
"BOMU","","Botrychium multifidum","Perennial","","","","","","","",""
"BOON","","Botrychium oneidense","Perennial","","","","","","","",""
"BOSI","","Botrychium simplex","Perennial","","","","","","","",""
"BOVI","","Botrychium virginianum","Perennial","Spring and Summer","Green","5.6","6.9","14","55","Tolerant","-38"
"BOUTE","","Bouteloua","","","","","","","","",""
"BOAR","","Bouteloua aristidoides","Annual","","","","","","","",""
"BOARA","","Bouteloua aristidoides var. aristidoides","Annual","","","","","","","",""
"BOBA2","","Bouteloua barbata","Annual","","","","","","","",""
"BOCU","","Bouteloua curtipendula","Perennial","Summer","Green","5.5","8.5","6","25","Intolerant","-43"
"BOCUC2","","Bouteloua curtipendula var. curtipendula","Perennial","","","","","","","",""
"BOHI2","","Bouteloua hirsuta","Perennial","Summer","Green","6.0","7.2","7","30","Intolerant","-38"
"BOHIH","","Bouteloua hirsuta var. hirsuta","Perennial","","","","","","","",""
"BRACH","","Brachiaria","","","","","","","","",""
"BRER","","Brachiaria eruciformis","Annual","","","","","","","",""
"BRACH2","","Brachyelytrum","","","","","","","","",""
"BRER2","","Brachyelytrum erectum","Perennial","","","","","","","",""
"BRASE","","Brasenia","","","","","","","","",""
"BRSC","","Brasenia schreberi","Perennial","","","","","","","",""
"BRASS2","","Brassica","","","","","","","","",""
"BRJU","","Brassica juncea","Annual, Perennial","Fall, Winter and Spring","Dark Green","6.0","7.2","30","80","Intolerant","17"
"BRNA","","Brassica napus","Annual, Biennial","Fall, Winter and Spring","Dark Green","6.0","7.2","40","80","Intolerant","17"
"BRNI","","Brassica nigra","Annual","","","","","","","",""
"BROL","","Brassica oleracea","Perennial","","","","","","","",""
"BRRA","","Brassica rapa","Annual, Biennial","Spring, Summer, Fall","Green","5.0","8.0","35","55","Intermediate","-13"
"BRRAR","","Brassica rapa var. rapa","Annual, Biennial","","","","","","","",""
"BRICK","","Brickellia","","","","","","","","",""
"BREU","","Brickellia eupatorioides","Perennial","","","","","","","",""
"BREUE","","Brickellia eupatorioides var. eupatorioides","Perennial","","","","","","","",""
"BRIZA","","Briza","","","","","","","","",""
"BRME","","Briza media","Perennial","","","","","","","",""
"BRMI2","","Briza minor","Annual","","","","","","","",""
"BROMU","","Bromus","","","","","","","","",""
"BRAR5","","Bromus arvensis","Annual","Fall, Winter and Spring","Green","5.2","7.5","26","55","Intolerant","-23"
